"","case","frame_level","configuration.conf1","configuration.conf2","VD.magnitude","VD.estimate","wilcox.test.pvalue","VD.estimate.category"
"1","MOCKITO-9b",1,"model s. 0.2","no s.","large",0.983333333333333,3.59939642856657e-13,"> 0.5"
